Title,Subject,Name.subject,Coverage.geographic,Name.photographer,Year,Description.caption,longitude,latitude,latlong,photos
"Burned out houses at Aeromexico Flight 498 crash site in Cerritos, Calif., 1986","Aeromexico Flight 498 Crash, 1986|~|Aeromexico Flight 498 Crash, 1986|~|Aeromexico Flight 498 Crash, 1986|~|Aircraft accidents--California--Los Angeles|~|Aircraft accidents--California--Los Angeles|~|Aircraft accidents--California--Los Angeles|~|Reporters and reporting--California|~|Reporters and reporting--California|~|Reporters and reporting--California|~|Disaster|~|Disaster|~|Disaster",,Cerritos (Calif.)|~|Cerritos (Calif.)|~|Cerritos (Calif.),"Kennedy, Joe|~|Kennedy, Joe|~|Kennedy, Joe",1986,Rubble at the center of the Cerritos crash site...|~|Rubble at the center of the Cerritos crash site...|~|Rubble at the center of the Cerritos crash site...,-118.0462933,33.8686339,"33.8686339, -118.0462933",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329255a.jpg
"Arson investigators in art and music reading room of Los Angeles Central Library, 1986",Arson investigation $z California $z Los Angeles County|~|Arson investigation $z California $z Los Angeles County|~|Arson investigation $z California $z Los Angeles County|~|Fire investigation--California--Los Angeles County|~|Fire investigation--California--Los Angeles County|~|Fire investigation--California--Los Angeles County|~|Libraries--California--Los Angeles County|~|Libraries--California--Los Angeles County|~|Libraries--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Landmarks|~|Landmarks|~|Landmarks|~|Crime|~|Crime|~|Crime|~|Legal|~|Legal|~|Legal,Los Angeles (Calif.). Fire Dept.|~|Los Angeles (Calif.). Fire Dept.|~|Los Angeles (Calif.). Fire Dept.,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1986,,-118.2553768,34.05057046,"34.05057046, -118.2553768",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329259a.jpg
"Linda Ronstadt performing at International Festival of Mariachis, Calif., 1986",Mariachi--California|~|Mariachi--California|~|Mariachi--California|~|Folk music--Mexico|~|Folk music--Mexico|~|Folk music--Mexico|~|Music festivals--California--Los Angeles County|~|Music festivals--California--Los Angeles County|~|Music festivals--California--Los Angeles County|~|Entertainment|~|Entertainment|~|Entertainment|~|Events|~|Events|~|Events|~|People|~|People|~|People|~|Culture|~|Culture|~|Culture,"Ronstadt, Linda|~|Ronstadt, Linda|~|Ronstadt, Linda",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Melcon, Mel|~|Melcon, Mel|~|Melcon, Mel",1986,,-118.3533847,34.13807605,"34.13807605, -118.3533847",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329260a.jpg
"Demonstrators with signs reading ""LaRouche Public Health Enemy #1,"" protesting AIDS Initiative, Calif., 1986",Acquired Immunodeficiency Syndrome--Legislation--California--Public opinion|~|Acquired Immunodeficiency Syndrome--Legislation--California--Public opinion|~|Acquired Immunodeficiency Syndrome--Legislation--California--Public opinion|~|Men--Clothing & dress--California--Los Angeles--1980-1990|~|Men--Clothing & dress--California--Los Angeles--1980-1990|~|Men--Clothing & dress--California--Los Angeles--1980-1990|~|AIDS (Disease)--Law and legislation--California--Public opinion|~|AIDS (Disease)--Law and legislation--California--Public opinion|~|AIDS (Disease)--Law and legislation--California--Public opinion|~|Demonstrations--California--Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Women--Clothing & dress--California--Los Angeles--1980-1990|~|Women--Clothing & dress--California--Los Angeles--1980-1990|~|Women--Clothing & dress--California--Los Angeles--1980-1990|~|Referendum--California|~|Referendum--California|~|Referendum--California|~|Activism|~|Activism|~|Activism,"LaRouche, Lyndon H.--Public opinion|~|LaRouche, Lyndon H.--Public opinion|~|LaRouche, Lyndon H.--Public opinion",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Meadows, Mike|~|Meadows, Mike|~|Meadows, Mike",1986,Some of those who marched on Los Feliz Blvd. against Lyndon LaRouche and Prop. 64.|~|Some of those who marched on Los Feliz Blvd. against Lyndon LaRouche and Prop. 64.|~|Some of those who marched on Los Feliz Blvd. against Lyndon LaRouche and Prop. 64.,-118.2718885,34.11630806,"34.11630806, -118.2718885",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329262a.jpg
"Buildings and traffic on Hollywood Blvd. near Bronson Street in Hollywood, Calif., 1986",Business districts--California--Los Angeles|~|Business districts--California--Los Angeles|~|Business districts--California--Los Angeles|~|City & town life--California--Los Angeles|~|City & town life--California--Los Angeles|~|City & town life--California--Los Angeles|~|Signs and signboards|~|Signs and signboards|~|Signs and signboards|~|Automobile driving--California--Los Angeles County|~|Automobile driving--California--Los Angeles County|~|Automobile driving--California--Los Angeles County|~|Landmarks|~|Landmarks|~|Landmarks,,"Hollywood Boulevard (Los Angeles, Calif.)|~|Hollywood Boulevard (Los Angeles, Calif.)|~|Hollywood Boulevard (Los Angeles, Calif.)","Barnard, Tony|~|Barnard, Tony|~|Barnard, Tony",1986,,-118.3250874,34.10164637,"34.10164637, -118.3250874",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329267a.jpg
"Margaret Prescod of Black Coalition Fighting Back Serial Murders handing out flyers about the Southside Slayer on Rodeo Drive in Beverly Hills, Calif., 1986",Crime prevention--Citizen participation|~|Crime prevention--Citizen participation|~|Crime prevention--Citizen participation|~|Women social reformers--California--Los Angeles County|~|Women social reformers--California--Los Angeles County|~|Women social reformers--California--Los Angeles County|~|Serial murders--California--Los Angeles County|~|Serial murders--California--Los Angeles County|~|Serial murders--California--Los Angeles County|~|Women human rights workers--California--Los Angeles County|~|Women human rights workers--California--Los Angeles County|~|Women human rights workers--California--Los Angeles County|~|African American women--Crimes against--California--Los Angeles County|~|African American women--Crimes against--California--Los Angeles County|~|African American women--Crimes against--California--Los Angeles County|~|Activism|~|Activism|~|Activism|~|Crime|~|Crime|~|Crime|~|People|~|People|~|People,"Prescod-Roberts, Margaret|~|Prescod-Roberts, Margaret|~|Prescod-Roberts, Margaret",Beverly Hills (Calif.)|~|Beverly Hills (Calif.)|~|Beverly Hills (Calif.),"Kaul, Rosemary|~|Kaul, Rosemary|~|Kaul, Rosemary",1986,,-118.4031384,34.06919929,"34.06919929, -118.4031384",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326931a.jpg
"Demonstrators with signs reading ""No Pasaran"" and ""Stop Bombing El Salvador"" in front of Los Angeles City Hall, 1986","Military assistance, American--Central America--Public opinion|~|Military assistance, American--Central America--Public opinion|~|Military assistance, American--Central America--Public opinion|~|Demonstrations--California--Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Anti-apartheid movements--California--Los Angeles County|~|Anti-apartheid movements--California--Los Angeles County|~|Anti-apartheid movements--California--Los Angeles County|~|Activism|~|Activism|~|Activism|~|International|~|International|~|International","Flint, Frank P. (Frank Putnam), b. 1862--Monuments|~|Flint, Frank P. (Frank Putnam), b. 1862--Monuments|~|Flint, Frank P. (Frank Putnam), b. 1862--Monuments",United States--Foreign relations--El Salvador--Public opinion|~|United States--Foreign relations--El Salvador--Public opinion|~|United States--Foreign relations--El Salvador--Public opinion,,1986,,-118.2432613,34.05314832,"34.05314832, -118.2432613",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329273a.jpg
"Art Torres speaking against Los Angeles City Energy Recovery Project (LANCER), 1986",Demonstrations--California--Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Refuse disposal facilities--California--Los Angeles County--Public opinion|~|Refuse disposal facilities--California--Los Angeles County--Public opinion|~|Refuse disposal facilities--California--Los Angeles County--Public opinion|~|Politicians--California|~|Politicians--California|~|Politicians--California|~|Activism|~|Activism|~|Activism|~|People|~|People|~|People,"Torres, Art|~|Torres, Art|~|Torres, Art",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Meyer, Rick|~|Meyer, Rick|~|Meyer, Rick",1986,Sen. Art Torres speaking Wednesday at incinerator site.|~|Sen. Art Torres speaking Wednesday at incinerator site.|~|Sen. Art Torres speaking Wednesday at incinerator site.,-118.2395486,34.0079855,"34.0079855, -118.2395486",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329289a.jpg
"Cocktail hour in the grand lobby of the at Biltmore Hotel, Calif., 1986",Hotels--California--Los Angeles County|~|Hotels--California--Los Angeles County|~|Hotels--California--Los Angeles County|~|Lifestyle|~|Lifestyle|~|Lifestyle,"Biltmore Hotel (Los Angeles, Calif.)|~|Biltmore Hotel (Los Angeles, Calif.)|~|Biltmore Hotel (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Jaskol, Ellen|~|Jaskol, Ellen|~|Jaskol, Ellen",1986,Cocktails at Biltmore|~|Cocktails at Biltmore|~|Cocktails at Biltmore,-118.2539392,34.04953929,"34.04953929, -118.2539392",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329283a.jpg
"Museum of Tolerance groundbreaking, Los Angeles, Calif., 1986",Ground breaking ceremonies--California--Los Angeles|~|Ground breaking ceremonies--California--Los Angeles|~|Ground breaking ceremonies--California--Los Angeles|~|Events|~|Events|~|Events|~|Culture|~|Culture|~|Culture,Museum of Tolerance (Simon Wiesenthal Center)--Design and construction|~|Museum of Tolerance (Simon Wiesenthal Center)--Design and construction|~|Museum of Tolerance (Simon Wiesenthal Center)--Design and construction,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Gadbery, Brian|~|Gadbery, Brian|~|Gadbery, Brian",1986,,-118.4026489,34.053995,"34.053995, -118.4026489",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329295a.jpg
"Afghani protesters with signs decrying Soviet occupation of Afghanistan, Los Angeles, Calif., 1986",Demonstrations--California--Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Picketing--California--Los Angeles County|~|Picketing--California--Los Angeles County|~|Picketing--California--Los Angeles County|~|Afghan Americans--California--Los Angeles County|~|Afghan Americans--California--Los Angeles County|~|Afghan Americans--California--Los Angeles County|~|Activism|~|Activism|~|Activism|~|International|~|International|~|International|~|War|~|War|~|War,,"Afghanistan--History--Soviet occupation, 1979-1989--Foreign public opinion, American|~|Afghanistan--History--Soviet occupation, 1979-1989--Foreign public opinion, American|~|Afghanistan--History--Soviet occupation, 1979-1989--Foreign public opinion, American","Brown, Sarah M.|~|Brown, Sarah M.|~|Brown, Sarah M.",1986,,-118.2435644,34.05370833,"34.05370833, -118.2435644",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329797a.jpg
"Mexicana airliner flying over ASR-7 radar facility in Los Angeles, Calif., 1986",Airplanes--Takeoff|~|Airplanes--Takeoff|~|Airplanes--Takeoff|~|Airplanes--United States--1980-1990|~|Airplanes--United States--1980-1990|~|Airplanes--United States--1980-1990|~|Airport control towers--California--Los Angeles|~|Airport control towers--California--Los Angeles|~|Airport control towers--California--Los Angeles|~|Transportation|~|Transportation|~|Transportation,Los Angeles International Airport|~|Los Angeles International Airport|~|Los Angeles International Airport,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Meyer, Rick|~|Meyer, Rick|~|Meyer, Rick",1986,... a jetliner taking off behind the equipment of the ASR-7 radar facility south of Los Angeles Airport.|~|... a jetliner taking off behind the equipment of the ASR-7 radar facility south of Los Angeles Airport.|~|... a jetliner taking off behind the equipment of the ASR-7 radar facility south of Los Angeles Airport.,-118.4091425,33.94343115,"33.94343115, -118.4091425",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329799a.jpg
"Bulldozer clearing homeless camp in Los Angeles, Calif., 1987",Homeless persons--Housing--California--Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Culture|~|Culture|~|Culture,,Los Angeles (Calif.)--Social conditions|~|Los Angeles (Calif.)--Social conditions|~|Los Angeles (Calif.)--Social conditions,"Lubas, Ken|~|Lubas, Ken|~|Lubas, Ken",1987,Bulldozer plows through makeshift shelters during clearing of park at 6th and Gladys...|~|Bulldozer plows through makeshift shelters during clearing of park at 6th and Gladys...|~|Bulldozer plows through makeshift shelters during clearing of park at 6th and Gladys...,-118.2491863,34.05603721,"34.05603721, -118.2491863",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329803a.jpg
"Downtown skyline viewed from Elysian Park in Los Angeles, Calif., 1987",Landmarks|~|Landmarks|~|Landmarks|~|Entertainment|~|Entertainment|~|Entertainment,,"Elysian Park (Los Angeles, Calif.)|~|Elysian Park (Los Angeles, Calif.)|~|Elysian Park (Los Angeles, Calif.)","Lubas, Ken|~|Lubas, Ken|~|Lubas, Ken",1987,"Cityscape--The downtown skyline, framed by trees of Elysian Park, stands out against the morning sun at the beginning of a balmy Wednesday.|~|Cityscape--The downtown skyline, framed by trees of Elysian Park, stands out against the morning sun at the beginning of a balmy Wednesday.|~|Cityscape--The downtown skyline, framed by trees of Elysian Park, stands out against the morning sun at the beginning of a balmy Wednesday.",-118.2410431,34.08529388,"34.08529388, -118.2410431",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329804a.jpg
"Homeless sleeping on floor of Council Chambers at City Hall, Los Angeles, 1987",Homeless persons--California--Los Angeles County|~|Homeless persons--California--Los Angeles County|~|Homeless persons--California--Los Angeles County|~|Economy|~|Economy|~|Economy|~|Culture|~|Culture|~|Culture,"Los Angeles City Hall (Los Angeles, Calif.)|~|Los Angeles City Hall (Los Angeles, Calif.)|~|Los Angeles City Hall (Los Angeles, Calif.)",Los Angeles (Calif.)--Social conditions|~|Los Angeles (Calif.)--Social conditions|~|Los Angeles (Calif.)--Social conditions,"Gladstone, Penni|~|Gladstone, Penni|~|Gladstone, Penni",1987,,-118.243264,34.053589,"34.053589, -118.243264",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329808a.jpg
"""Warning Wading & Swimming Unsafe"" sign posted at Malibu Lagoon, Calif., 1978",Lagoons--California--Los Angeles County|~|Lagoons--California--Los Angeles County|~|Lagoons--California--Los Angeles County|~|Signs and signboards|~|Signs and signboards|~|Signs and signboards|~|Beaches--Environmental aspects--California--Los Angeles County|~|Beaches--Environmental aspects--California--Los Angeles County|~|Beaches--Environmental aspects--California--Los Angeles County|~|Environment|~|Environment|~|Environment,,Malibu Lagoon (Calif.)|~|Malibu Lagoon (Calif.)|~|Malibu Lagoon (Calif.),"Jaskol, Ellen|~|Jaskol, Ellen|~|Jaskol, Ellen",1987,,-118.6825347,34.0317497,"34.0317497, -118.6825347",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329801a.jpg
"Mayor Tom Bradley and Councilwoman-elect Gloria Molina, Los Angeles, Calif., 1987",African American mayors--California--Los Angeles|~|African American mayors--California--Los Angeles|~|African American mayors--California--Los Angeles|~|Mayors--California--Los Angeles|~|Mayors--California--Los Angeles|~|Mayors--California--Los Angeles|~|City council members--California--Los Angeles|~|City council members--California--Los Angeles|~|City council members--California--Los Angeles|~|Women city council members--California--Los Angeles|~|Women city council members--California--Los Angeles|~|Women city council members--California--Los Angeles|~|Mexican American politicians--California--Los Angeles County|~|Mexican American politicians--California--Los Angeles County|~|Mexican American politicians--California--Los Angeles County|~|Government|~|Government|~|Government|~|People|~|People|~|People,"Molina, Gloria|~|Molina, Gloria|~|Molina, Gloria",Los Angeles (Calif.)--Officials and employees|~|Los Angeles (Calif.)--Officials and employees|~|Los Angeles (Calif.)--Officials and employees,"Gladstone, Penni|~|Gladstone, Penni|~|Gladstone, Penni",1987,,-118.2426739,34.05369944,"34.05369944, -118.2426739",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329820a.jpg
